Drug_ID,Gene_ID,Disease_ID
525,1101,1118
525,1101,5643
1596,391,5062
1596,391,5010
1596,391,5419
1596,391,1503
1596,391,1491
159,169,5371
1933,57,2085
1933,57,2521
1933,57,4813
764,17,765
764,17,4229
764,17,5290
764,17,1708
764,17,5087
764,17,3136
764,17,5355
1934,125,271
1207,221,2432
1935,469,590
1935,469,3988
1936,58,4237
1936,58,2097
616,565,389
616,565,3007
616,565,5311
61,17,765
61,17,4229
61,17,5290
61,17,1708
61,17,5087
61,17,3136
61,17,5355
369,498,1692
369,498,2651
369,498,195
369,498,1687
1767,1106,470
1767,1106,5252
1941,192,1739
362,77,5628
362,77,5484
1942,57,2085
1942,57,2521
1942,57,4813
1943,89,5105
1943,89,5474
5,226,1675
5,226,5396
5,226,5513
1484,465,2573
1484,465,5459
1484,465,5354
1484,465,5388
1945,628,1580
459,233,3176
284,35,5260
284,35,2241
1949,290,2356
1950,565,389
1950,565,3007
1950,565,5311
454,1108,3429
1952,279,2844
1952,279,4279
1953,112,1141
1953,112,3721
1953,112,2159
1953,112,1212
1954,1109,628
1956,517,323
1956,517,5625
1956,517,2600
1065,509,3866
1065,509,4409
1065,509,3801
1065,509,2557
1957,1111,5263
1814,8,5185
1814,8,5148
1814,8,847
362,95,1887
362,95,3857
362,95,2873
1961,744,2222
1962,26,2638
1962,26,3272
1962,26,5259
1965,706,721
1965,706,2038
559,21,3070
424,21,3070
1966,221,2432
1967,169,5371
1968,1114,3233
1968,1114,4986
56,639,2836
971,57,2085
971,57,2521
971,57,4813
1329,864,3310
1329,864,3324
1240,74,3705
1456,356,4298
1456,356,5107
1456,356,5664
1837,74,3705
1765,112,1141
1765,112,3721
1765,112,2159
1765,112,1212
638,887,4373
1207,21,3070
799,1117,2208
799,1117,1436
799,1117,1542
799,1117,897
1404,1118,3373
1974,124,4630
1974,124,4678
233,518,4112
44,1119,1951
44,1119,4496
64,8,5185
64,8,5148
64,8,847
392,434,4016
392,434,4308
1739,26,2638
1739,26,3272
1739,26,5259
1975,480,3045
62,48,2661
62,48,4640
62,48,4966
884,160,4277
884,160,3094
884,160,5408
884,160,2298
884,160,5023
884,160,3662
1978,57,2085
1978,57,2521
1978,57,4813
1822,96,1223
1822,96,2592
179,1122,2231
325,17,765
325,17,4229
325,17,5290
325,17,1708
325,17,5087
325,17,3136
325,17,5355
1981,56,2443
1981,56,5586
1981,56,4313
1981,56,2612
1981,56,5284
1981,56,5661
1568,177,1888
108,1124,83
1983,124,4630
1983,124,4678
1984,1021,5158
1984,1021,1967
1984,1021,2804
413,65,284
413,65,415
413,65,5660
1985,356,4298
1985,356,5107
1985,356,5664
631,130,3499
506,56,2443
506,56,5586
506,56,4313
506,56,2612
506,56,5284
506,56,5661
1986,549,3396
1986,549,4758
425,8,5185
425,8,5148
425,8,847
1987,537,4964
1987,537,4924
1987,537,311
1987,537,1688
1225,868,1293
1225,868,3697
1225,868,851
1930,17,765
1930,17,4229
1930,17,5290
1930,17,1708
1930,17,5087
1930,17,3136
1930,17,5355
72,750,3179
72,750,730
72,750,5655
72,750,1724
72,750,5658
72,750,1373
530,1132,2562
1373,1133,2672
104,352,5530
104,352,2361
54,57,2085
54,57,2521
54,57,4813
822,864,3310
822,864,3324
977,1134,327
1996,95,1887
1996,95,3857
1996,95,2873
1997,134,3088
1999,1106,470
1999,1106,5252
36,240,2831
473,17,765
473,17,4229
473,17,5290
473,17,1708
473,17,5087
473,17,3136
473,17,5355
2001,883,2501
2001,883,2200
91,213,2471
2002,56,2443
2002,56,5586
2002,56,4313
2002,56,2612
2002,56,5284
2002,56,5661
1463,112,1141
1463,112,3721
1463,112,2159
1463,112,1212
191,356,4298
191,356,5107
191,356,5664
724,57,2085
724,57,2521
724,57,4813
1307,1137,1526
2005,849,2694
2005,849,204
794,48,2661
794,48,4640
794,48,4966
2006,1138,949
239,1139,1242
239,1139,5606
239,1139,5285
239,1139,5447
239,1139,1511
2008,17,765
2008,17,4229
2008,17,5290
2008,17,1708
2008,17,5087
2008,17,3136
2008,17,5355
532,261,5443
86,8,5185
86,8,5148
86,8,847
240,394,4511
993,261,5443
924,57,2085
924,57,2521
924,57,4813
99,984,1375
359,394,4511
755,145,5356
195,118,3422
2009,67,1301
2010,1024,2293
2011,89,5105
2011,89,5474
1143,1142,3856
1143,1142,2174
1143,1142,3712
2013,209,1879
2013,209,4419
2013,209,2429
315,77,5628
315,77,5484
641,328,4784
2014,290,2356
2015,403,182
2015,403,4157
740,412,4161
924,8,5185
924,8,5148
924,8,847
2017,183,5624
2017,183,1069
2020,1144,2480
2020,1144,3106
2020,1144,3885
259,17,765
259,17,4229
259,17,5290
259,17,1708
259,17,5087
259,17,3136
259,17,5355
2021,511,194
2021,511,725
2021,511,759
2022,985,1916
2022,985,1531
2022,985,3288
402,56,2443
402,56,5586
402,56,4313
402,56,2612
402,56,5284
402,56,5661
2023,1145,3484
2026,106,1501
2027,564,4685
24,124,4630
24,124,4678
1437,273,1518
892,21,3070
2031,250,4097
2031,250,5240
2031,250,1055
1483,57,2085
1483,57,2521
1483,57,4813
2032,962,1454
2034,95,1887
2034,95,3857
2034,95,2873
1624,179,5089
1624,179,315
1624,179,4500
1624,179,4836
1624,179,3850
1624,179,903
1624,179,2888
1624,179,290
2035,17,765
2035,17,4229
2035,17,5290
2035,17,1708
2035,17,5087
2035,17,3136
2035,17,5355
1712,48,2661
1712,48,4640
1712,48,4966
2036,564,4685
1698,1152,3730
1698,1152,1921
340,53,3928
340,53,5211
89,100,3292
2037,102,5266
2005,17,765
2005,17,4229
2005,17,5290
2005,17,1708
2005,17,5087
2005,17,3136
2005,17,5355
2039,439,4777
2039,439,1568
2039,439,1669
2039,439,98
2039,439,5595
2039,439,2221
2039,439,582
2040,246,965
2041,17,765
2041,17,4229
2041,17,5290
2041,17,1708
2041,17,5087
2041,17,3136
2041,17,5355
1513,291,1048
173,1153,3426
176,21,3070
2043,23,5421
724,17,765
724,17,4229
724,17,5290
724,17,1708
724,17,5087
724,17,3136
724,17,5355
2045,905,5480
54,1154,3349
54,1154,1610
342,26,2638
342,26,3272
342,26,5259
34,139,1929
1163,118,3422
484,17,765
484,17,4229
484,17,5290
484,17,1708
484,17,5087
484,17,3136
484,17,5355
1627,45,5634
1627,45,3146
353,112,1141
353,112,3721
353,112,2159
353,112,1212
2049,172,5430
2050,125,271
2051,1158,1458
2052,1159,1634
2052,1159,3526
1064,867,3543
1409,1162,5021
273,17,765
273,17,4229
273,17,5290
273,17,1708
273,17,5087
273,17,3136
273,17,5355
1345,48,2661
1345,48,4640
1345,48,4966
2054,56,2443
2054,56,5586
2054,56,4313
2054,56,2612
2054,56,5284
2054,56,5661
2057,356,4298
2057,356,5107
2057,356,5664
897,21,3070
1892,759,124
10,8,5185
10,8,5148
10,8,847
1195,17,765
1195,17,4229
1195,17,5290
1195,17,1708
1195,17,5087
1195,17,3136
1195,17,5355
444,391,5062
444,391,5010
444,391,5419
444,391,1503
444,391,1491
359,654,5186
359,654,4693
359,654,5518
359,654,610
359,654,5526
2062,17,765
2062,17,4229
2062,17,5290
2062,17,1708
2062,17,5087
2062,17,3136
2062,17,5355
616,57,2085
616,57,2521
616,57,4813
1096,329,159
1096,329,4837
754,56,2443
754,56,5586
754,56,4313
754,56,2612
754,56,5284
754,56,5661
807,1168,223
807,1168,3661
807,1168,5636
1163,89,5105
1163,89,5474
2066,17,765
2066,17,4229
2066,17,5290
2066,17,1708
2066,17,5087
2066,17,3136
2066,17,5355
51,213,2471
682,136,220
87,1133,2672
2068,1172,3420
2069,701,4024
2069,701,3055
2070,1174,467
2071,17,765
2071,17,4229
2071,17,5290
2071,17,1708
2071,17,5087
2071,17,3136
2071,17,5355
1332,145,5356
2072,996,2155
1179,0,657
1179,0,1201
1179,0,669
1759,8,5185
1759,8,5148
1759,8,847
2078,8,5185
2078,8,5148
2078,8,847
1187,21,3070
1087,17,765
1087,17,4229
1087,17,5290
1087,17,1708
1087,17,5087
1087,17,3136
1087,17,5355
1177,17,765
1177,17,4229
1177,17,5290
1177,17,1708
1177,17,5087
1177,17,3136
1177,17,5355
1500,21,3070
1978,21,3070
2084,1179,1227
315,45,5634
315,45,3146
818,394,4511
1030,48,2661
1030,48,4640
1030,48,4966
404,233,3176
2008,1182,5200
2008,1182,5639
2008,1182,9
1123,502,5637
1123,502,5648
1123,502,5651
1109,356,4298
1109,356,5107
1109,356,5664
1491,781,413
2086,789,5048
2086,789,3868
2086,789,4495
2086,789,5296
2086,789,5130
2086,789,3000
2086,789,4782
2086,789,1966
2086,789,2882
2086,789,2730
2086,789,5621
2088,456,1429
2090,1184,5558
2091,124,4630
2091,124,4678
30,1185,387
30,1185,5242
2052,1186,1691
2092,171,2509
2092,171,5061
2092,171,1753
55,8,5185
55,8,5148
55,8,847
308,112,1141
308,112,3721
308,112,2159
308,112,1212
882,1187,3983
2096,1188,5481
2096,1188,3532
2096,1188,1741
2096,1188,4361
1837,21,3070
2098,985,1916
2098,985,1531
2098,985,3288
2099,8,5185
2099,8,5148
2099,8,847
1053,77,5628
1053,77,5484
2100,1189,5047
2100,1189,5054
2102,8,5185
2102,8,5148
2102,8,847
2103,366,1853
2103,366,2477
517,56,2443
517,56,5586
517,56,4313
517,56,2612
517,56,5284
517,56,5661
2104,215,3634
2104,215,477
2104,215,2998
2104,215,1305
1783,17,765
1783,17,4229
1783,17,5290
1783,17,1708
1783,17,5087
1783,17,3136
1783,17,5355
89,67,1301
1064,209,1879
1064,209,4419
1064,209,2429
2106,565,389
2106,565,3007
2106,565,5311
1462,233,3176
399,124,4630
399,124,4678
494,356,4298
494,356,5107
494,356,5664
966,57,2085
966,57,2521
966,57,4813
2112,74,3705
2080,1192,870
2080,1192,4794
2080,1192,1793
572,1046,3091
1317,8,5185
1317,8,5148
1317,8,847
2113,125,271
371,48,2661
371,48,4640
371,48,4966
387,57,2085
387,57,2521
387,57,4813
103,57,2085
103,57,2521
103,57,4813
2115,851,1878
142,581,5453
142,581,5346
463,1193,5241
1702,261,5443
2118,56,2443
2118,56,5586
2118,56,4313
2118,56,2612
2118,56,5284
2118,56,5661
1136,1194,2800
2119,1195,2943
481,124,4630
481,124,4678
196,206,4231
707,221,2432
462,67,1301
510,179,5089
510,179,315
510,179,4500
510,179,4836
510,179,3850
510,179,903
510,179,2888
510,179,290
922,106,1501
196,286,4939
725,326,5344
2124,326,5344
152,822,585
152,822,1207
152,822,4572
494,325,53
494,325,3471
494,325,4838
251,70,1637
2128,55,4977
2129,597,3477
2129,597,468
2129,597,1891
2129,597,2086
2129,597,5669
2129,597,2
629,1197,375
629,1197,2737
2130,290,2356
9,67,1301
950,245,1386
382,392,4105
1120,57,2085
1120,57,2521
1120,57,4813
2136,166,2004
2136,166,5466
813,1134,327
2137,89,5105
2137,89,5474
696,118,3422
1861,679,1283
1861,679,2204
1861,679,5015
1861,679,852
1861,679,2654
1861,679,5619
1861,679,2161
1861,679,843
1861,679,1424
1861,679,4631
1861,679,224
2138,125,271
1320,1201,4340
2010,57,2085
2010,57,2521
2010,57,4813
472,17,765
472,17,4229
472,17,5290
472,17,1708
472,17,5087
472,17,3136
472,17,5355
2141,1144,2480
2141,1144,3106
2141,1144,3885
2146,290,2356
151,21,3070
115,89,5105
115,89,5474
2147,391,5062
2147,391,5010
2147,391,5419
2147,391,1503
2147,391,1491
124,356,4298
124,356,5107
124,356,5664
2148,240,2831
89,325,53
89,325,3471
89,325,4838
2152,290,2356
844,8,5185
844,8,5148
844,8,847
2154,74,3705
1704,356,4298
1704,356,5107
1704,356,5664
2155,712,1199
17,547,705
17,547,1140
17,547,4415
17,547,4046
17,547,2394
17,547,1629
17,547,4744
204,356,4298
204,356,5107
204,356,5664
17,1197,375
17,1197,2737
342,1208,2792
342,1208,4967
283,693,4338
404,57,2085
404,57,2521
404,57,4813
741,8,5185
741,8,5148
741,8,847
696,17,765
696,17,4229
696,17,5290
696,17,1708
696,17,5087
696,17,3136
696,17,5355
284,1210,1165
284,1210,4824
284,1210,257
2161,388,4645
483,1211,4654
2163,8,5185
2163,8,5148
2163,8,847
288,57,2085
288,57,2521
288,57,4813
152,1213,5069
285,58,4237
285,58,2097
2167,366,1853
2167,366,2477
2168,967,4950
2169,1216,1017
2169,1216,490
2169,1216,1437
315,70,1637
313,1080,2961
2170,1217,4551
97,433,2494
97,433,4376
97,433,4579
413,48,2661
413,48,4640
413,48,4966
2172,789,5048
2172,789,3868
2172,789,4495
2172,789,5296
2172,789,5130
2172,789,3000
2172,789,4782
2172,789,1966
2172,789,2882
2172,789,2730
2172,789,5621
1006,534,5638
120,56,2443
120,56,5586
120,56,4313
120,56,2612
120,56,5284
120,56,5661
2176,124,4630
2176,124,4678
675,89,5105
675,89,5474
564,453,20
564,453,5675
403,554,2732
126,55,4977
710,261,5443
863,551,1789
799,59,1417
799,59,1979
510,67,1301
86,1223,5025
1148,105,2448
350,1224,4289
350,1224,5147
758,1226,2185
2181,1228,1978
2181,1228,5582
2181,1228,3530
2181,1228,1495
1513,256,1754
1513,256,4038
151,17,765
151,17,4229
151,17,5290
151,17,1708
151,17,5087
151,17,3136
151,17,5355
2182,352,5530
2182,352,2361
2186,571,2068
2186,571,809
61,329,159
61,329,4837
1297,352,5530
1297,352,2361
680,1230,1438
2187,57,2085
2187,57,2521
2187,57,4813
424,58,4237
424,58,2097
2188,1231,3598
128,17,765
128,17,4229
128,17,5290
128,17,1708
128,17,5087
128,17,3136
128,17,5355
2190,98,2904
1861,1232,1280
1186,6,4293
2192,456,1429
993,8,5185
993,8,5148
993,8,847
2193,290,2356
725,70,1637
1156,1233,4198
61,70,1637
1252,1235,210
213,171,2509
213,171,5061
213,171,1753
2198,1236,3103
2199,17,765
2199,17,4229
2199,17,5290
2199,17,1708
2199,17,5087
2199,17,3136
2199,17,5355
2200,125,271
668,48,2661
668,48,4640
668,48,4966
322,221,2432
2201,53,3928
2201,53,5211
951,58,4237
951,58,2097
2065,17,765
2065,17,4229
2065,17,5290
2065,17,1708
2065,17,5087
2065,17,3136
2065,17,5355
2203,134,3088
2205,300,3255
2205,300,27
2205,300,1088
2205,300,5384
2119,1240,1072
2119,1240,1318
1699,171,2509
1699,171,5061
1699,171,1753
2208,17,765
2208,17,4229
2208,17,5290
2208,17,1708
2208,17,5087
2208,17,3136
2208,17,5355
2209,571,2068
2209,571,809
746,17,765
746,17,4229
746,17,5290
746,17,1708
746,17,5087
746,17,3136
746,17,5355
2210,718,4959
2210,718,1001
2210,718,5611
2210,718,5057
2210,718,1617
567,100,3292
496,8,5185
496,8,5148
496,8,847
828,100,3292
507,17,765
507,17,4229
507,17,5290
507,17,1708
507,17,5087
507,17,3136
507,17,5355
579,74,3705
103,180,2959
1933,17,765
1933,17,4229
1933,17,5290
1933,17,1708
1933,17,5087
1933,17,3136
1933,17,5355
2212,17,765
2212,17,4229
2212,17,5290
2212,17,1708
2212,17,5087
2212,17,3136
2212,17,5355
1432,17,765
1432,17,4229
1432,17,5290
1432,17,1708
1432,17,5087
1432,17,3136
1432,17,5355
331,17,765
331,17,4229
331,17,5290
331,17,1708
331,17,5087
331,17,3136
331,17,5355
122,21,3070
362,213,2471
2213,480,3045
1567,166,2004
1567,166,5466
2215,56,2443
2215,56,5586
2215,56,4313
2215,56,2612
2215,56,5284
2215,56,5661
1488,56,2443
1488,56,5586
1488,56,4313
1488,56,2612
1488,56,5284
1488,56,5661
1753,275,2219
1753,275,2069
2220,159,5315
2220,159,5082
2220,159,1206
2220,159,5207
2220,159,5500
2220,159,148
496,509,3866
496,509,4409
496,509,3801
496,509,2557
164,118,3422
923,17,765
923,17,4229
923,17,5290
923,17,1708
923,17,5087
923,17,3136
923,17,5355
1357,786,4228
2223,518,4112
567,57,2085
567,57,2521
567,57,4813
1128,48,2661
1128,48,4640
1128,48,4966
2226,1248,5568
2226,1248,2125
2226,1248,736
2226,1248,3733
2226,1248,2290
1068,534,5638
300,1250,4553
300,1250,2340
300,1250,2827
300,1250,2793
300,1250,741
300,1250,4273
300,1250,3052
300,1250,399
300,1250,3060
300,1250,2025
2229,1251,3318
2230,273,1518
1239,960,1045
1239,960,2275
2231,1256,5270
2231,1256,3074
1179,56,2443
1179,56,5586
1179,56,4313
1179,56,2612
1179,56,5284
1179,56,5661
2234,159,5315
2234,159,5082
2234,159,1206
2234,159,5207
2234,159,5500
2234,159,148
2235,750,3179
2235,750,730
2235,750,5655
2235,750,1724
2235,750,5658
2235,750,1373
271,497,913
271,497,5348
271,497,4159
271,497,769
259,57,2085
259,57,2521
259,57,4813
2008,261,5443
882,1258,3229
882,1258,2010
920,1259,1751
179,568,3291
2237,250,4097
2237,250,5240
2237,250,1055
173,722,2648
510,213,2471
325,207,871
325,207,5051
2239,1262,1115
1119,70,1637
186,759,124
2241,366,1853
2241,366,2477
898,57,2085
898,57,2521
898,57,4813
2242,1263,1340
2242,1263,350
592,17,765
592,17,4229
592,17,5290
592,17,1708
592,17,5087
592,17,3136
592,17,5355
425,74,3705
2243,441,5603
2243,441,3467
2244,933,1151
2244,933,4793
2245,130,3499
907,48,2661
907,48,4640
907,48,4966
2246,293,3206
791,459,5117
791,459,3258
791,459,928
2247,57,2085
2247,57,2521
2247,57,4813
260,959,802
2248,701,4024
2248,701,3055
2249,746,3303
2158,1264,532
2158,1264,1319
116,26,2638
116,26,3272
116,26,5259
1627,221,2432
1959,1266,2265
1959,1266,3698
624,8,5185
624,8,5148
624,8,847
1168,45,5634
1168,45,3146
110,1268,2630
1072,328,4784
936,392,4105
1051,35,5260
1051,35,2241
493,169,5371
2255,1269,3322
2255,1269,5446
2255,1269,4830
2255,1269,1254
313,230,353
974,8,5185
974,8,5148
974,8,847
952,1271,665
8,48,2661
8,48,4640
8,48,4966
2260,1272,5112
2260,1272,5610
2260,1272,1439
2261,46,5486
332,23,5421
1232,743,559
913,518,4112
2262,1093,3225
2264,281,3319
2264,281,5555
2264,281,2131
2264,281,216
1505,1274,2928
2269,21,3070
8,0,657
8,0,1201
8,0,669
1399,1276,305
1399,1276,4168
2270,89,5105
2270,89,5474
984,0,657
984,0,1201
984,0,669
1143,1277,5405
314,57,2085
314,57,2521
314,57,4813
2271,1194,2800
2272,1278,5253
315,261,5443
2274,465,2573
2274,465,5459
2274,465,5354
2274,465,5388
2275,509,3866
2275,509,4409
2275,509,3801
2275,509,2557
311,77,5628
311,77,5484
154,445,3268
2277,17,765
2277,17,4229
2277,17,5290
2277,17,1708
2277,17,5087
2277,17,3136
2277,17,5355
1163,8,5185
1163,8,5148
1163,8,847
2278,1282,2295
2279,502,5637
2279,502,5648
2279,502,5651
767,8,5185
767,8,5148
767,8,847
965,171,2509
965,171,5061
965,171,1753
2280,102,5266
2282,17,765
2282,17,4229
2282,17,5290
2282,17,1708
2282,17,5087
2282,17,3136
2282,17,5355
2283,484,4760
2283,484,5598
882,1283,2269
882,1283,3340
882,1283,1272
172,177,1888
412,1272,5112
412,1272,5610
412,1272,1439
510,328,4784
2285,1285,5271
2285,1285,5019
2285,1285,3794
313,273,1518
1633,58,4237
1633,58,2097
537,55,4977
1179,57,2085
1179,57,2521
1179,57,4813
572,534,5638
2054,1290,754
294,1291,2485
294,1291,2487
2291,1138,949
515,45,5634
515,45,3146
402,553,601
402,553,541
2293,580,1544
2294,706,721
2294,706,2038
368,1292,2744
347,1293,2026
2296,172,5430
782,755,4791
2297,290,2356
279,8,5185
279,8,5148
279,8,847
2298,848,1962
200,1079,5199
200,1079,44
2303,17,765
2303,17,4229
2303,17,5290
2303,17,1708
2303,17,5087
2303,17,3136
2303,17,5355
594,1295,4720
594,1295,4235
2304,124,4630
2304,124,4678
1134,77,5628
1134,77,5484
2305,57,2085
2305,57,2521
2305,57,4813
192,213,2471
2308,1022,4646
2308,1022,4436
2308,1022,1497
696,56,2443
696,56,5586
696,56,4313
696,56,2612
696,56,5284
696,56,5661
2311,56,2443
2311,56,5586
2311,56,4313
2311,56,2612
2311,56,5284
2311,56,5661
2312,1021,5158
2312,1021,1967
2312,1021,2804
2313,17,765
2313,17,4229
2313,17,5290
2313,17,1708
2313,17,5087
2313,17,3136
2313,17,5355
2314,456,1429
2315,21,3070
359,21,3070
480,74,3705
2317,290,2356
2158,323,1963
2158,323,4946
2158,323,3486
526,1299,2597
1807,239,2359
2295,456,1429
844,57,2085
844,57,2521
844,57,4813
2315,57,2085
2315,57,2521
2315,57,4813
698,177,1888
2321,1300,758
2321,1300,2389
2321,1300,3367
2321,1300,4140
506,89,5105
506,89,5474
208,74,3705
629,8,5185
629,8,5148
629,8,847
771,17,765
771,17,4229
771,17,5290
771,17,1708
771,17,5087
771,17,3136
771,17,5355
185,1302,1548
185,1302,4633
200,21,3070
2325,65,284
2325,65,415
2325,65,5660
532,17,765
532,17,4229
532,17,5290
532,17,1708
532,17,5087
532,17,3136
532,17,5355
2326,17,765
2326,17,4229
2326,17,5290
2326,17,1708
2326,17,5087
2326,17,3136
2326,17,5355
2327,571,2068
2327,571,809
2328,144,2755
2328,144,2047
2329,46,5486
2330,246,965
892,57,2085
892,57,2521
892,57,4813
1399,1304,3483
659,213,2471
970,65,284
970,65,415
970,65,5660
2332,1305,1639
568,356,4298
568,356,5107
568,356,5664
2333,722,2648
146,106,1501
359,571,2068
359,571,809
462,213,2471
125,639,2836
2334,125,271
315,17,765
315,17,4229
315,17,5290
315,17,1708
315,17,5087
315,17,3136
315,17,5355
2102,356,4298
2102,356,5107
2102,356,5664
124,169,5371
288,1306,1130
213,45,5634
213,45,3146
2338,356,4298
2338,356,5107
2338,356,5664
1121,57,2085
1121,57,2521
1121,57,4813
303,8,5185
303,8,5148
303,8,847
1264,370,4952
1264,370,2232
1795,1308,3606
371,8,5185
371,8,5148
371,8,847
2342,206,4231
773,171,2509
773,171,5061
773,171,1753
2346,183,5624
2346,183,1069
17,112,1141
17,112,3721
17,112,2159
17,112,1212
2347,722,2648
2349,564,4685
307,8,5185
307,8,5148
307,8,847
968,544,979
154,48,2661
154,48,4640
154,48,4966
2350,1309,2006
2352,1311,2642
2352,1311,2907
115,17,765
115,17,4229
115,17,5290
115,17,1708
115,17,5087
115,17,3136
115,17,5355
1176,328,4784
17,21,3070
360,233,3176
2354,61,5630
2354,61,528
2354,61,5649
1798,118,3422
151,106,1501
2356,183,5624
2356,183,1069
1376,256,1754
1376,256,4038
695,21,3070
1702,848,1962
856,261,5443
2359,125,271
2360,1314,3878
2360,1314,1877
1062,388,4645
1839,56,2443
1839,56,5586
1839,56,4313
1839,56,2612
1839,56,5284
1839,56,5661
2361,136,220
1795,488,1759
2363,1285,5271
2363,1285,5019
2363,1285,3794
846,1315,2441
846,1315,534
2367,352,5530
2367,352,2361
868,74,3705
1458,106,1501
529,17,765
529,17,4229
529,17,5290
529,17,1708
529,17,5087
529,17,3136
529,17,5355
299,845,537
2369,622,1700
424,1316,244
424,1316,5562
424,1316,3142
559,17,765
559,17,4229
559,17,5290
559,17,1708
559,17,5087
559,17,3136
559,17,5355
2371,17,765
2371,17,4229
2371,17,5290
2371,17,1708
2371,17,5087
2371,17,3136
2371,17,5355
2372,554,2732
125,185,2137
23,74,3705
1605,57,2085
1605,57,2521
1605,57,4813
173,1318,4130
359,8,5185
359,8,5148
359,8,847
2376,10,3502
124,17,765
124,17,4229
124,17,5290
124,17,1708
124,17,5087
124,17,3136
124,17,5355
544,1320,4656
1735,261,5443
2379,52,2050
344,48,2661
344,48,4640
344,48,4966
246,55,4977
1768,1322,688
270,701,4024
270,701,3055
2381,233,3176
686,56,2443
686,56,5586
686,56,4313
686,56,2612
686,56,5284
686,56,5661
1950,1324,5227
2384,933,1151
2384,933,4793
335,534,5638
2386,125,271
2387,192,1739
503,1299,2597
1861,610,4405
1861,610,5362
1861,610,5071
1861,610,581
2389,17,765
2389,17,4229
2389,17,5290
2389,17,1708
2389,17,5087
2389,17,3136
2389,17,5355
200,1325,2851
2391,209,1879
2391,209,4419
2391,209,2429
173,1326,5318
1087,74,3705
1784,353,5522
2393,962,1454
913,1327,1666
913,1327,2300
913,1327,1220
592,89,5105
592,89,5474
2394,391,5062
2394,391,5010
2394,391,5419
2394,391,1503
2394,391,1491
1465,6,4293
1747,17,765
1747,17,4229
1747,17,5290
1747,17,1708
1747,17,5087
1747,17,3136
1747,17,5355
2395,1329,3487
2396,1330,2022
2396,1330,5633
2397,1331,158
1064,459,5117
1064,459,3258
1064,459,928
2398,1133,2672
1064,48,2661
1064,48,4640
1064,48,4966
2066,56,2443
2066,56,5586
2066,56,4313
2066,56,2612
2066,56,5284
2066,56,5661
984,67,1301
2400,744,2222
1444,261,5443
1324,17,765
1324,17,4229
1324,17,5290
1324,17,1708
1324,17,5087
1324,17,3136
1324,17,5355
98,1302,1548
98,1302,4633
2401,1333,5617
2401,1333,1561
2401,1333,2284
2403,17,765
2403,17,4229
2403,17,5290
2403,17,1708
2403,17,5087
2403,17,3136
2403,17,5355
1072,21,3070
1294,74,3705
1176,74,3705
1134,57,2085
1134,57,2521
1134,57,4813
1213,1337,655
1213,1337,1619
1213,1337,1097
219,65,284
219,65,415
219,65,5660
115,325,53
115,325,3471
115,325,4838
1179,112,1141
1179,112,3721
1179,112,2159
1179,112,1212
819,750,3179
819,750,730
819,750,5655
819,750,1724
819,750,5658
819,750,1373
10,871,720
10,871,3405
10,871,2725
414,79,242
414,79,3326
414,79,914
414,79,2169
2414,55,4977
2415,21,3070
2416,56,2443
2416,56,5586
2416,56,4313
2416,56,2612
2416,56,5284
2416,56,5661
2417,56,2443
2417,56,5586
2417,56,4313
2417,56,2612
2417,56,5284
2417,56,5661
254,67,1301
469,57,2085
469,57,2521
469,57,4813
2418,21,3070
2419,1266,2265
2419,1266,3698
1839,261,5443
2421,497,913
2421,497,5348
2421,497,4159
2421,497,769
2422,356,4298
2422,356,5107
2422,356,5664
237,46,5486
273,35,5260
273,35,2241
384,509,3866
384,509,4409
384,509,3801
384,509,2557
2426,262,5031
2427,391,5062
2427,391,5010
2427,391,5419
2427,391,1503
2427,391,1491
1702,241,805
1702,241,3924
1702,241,3618
1702,241,4752
1702,241,2289
1702,241,4226
1702,241,4326
1702,241,4841
1702,241,5404
1702,241,5527
2428,1346,4099
581,352,5530
581,352,2361
1235,145,5356
2430,1347,5079
794,1139,1242
794,1139,5606
794,1139,5285
794,1139,5447
794,1139,1511
1882,53,3928
1882,53,5211
146,6,4293
2432,867,3543
220,1349,2084
153,106,1501
1974,57,2085
1974,57,2521
1974,57,4813
91,261,5443
667,169,5371
99,1350,886
2436,17,765
2436,17,4229
2436,17,5290
2436,17,1708
2436,17,5087
2436,17,3136
2436,17,5355
1418,67,1301
124,325,53
124,325,3471
124,325,4838
1187,17,765
1187,17,4229
1187,17,5290
1187,17,1708
1187,17,5087
1187,17,3136
1187,17,5355
2440,192,1739
1626,8,5185
1626,8,5148
1626,8,847
289,571,2068
289,571,809
1017,17,765
1017,17,4229
1017,17,5290
1017,17,1708
1017,17,5087
1017,17,3136
1017,17,5355
2272,1355,2305
2443,26,2638
2443,26,3272
2443,26,5259
2444,166,2004
2444,166,5466
2445,22,2101
2445,22,4178
2445,22,2385
2445,22,4291
568,353,5522
2448,56,2443
2448,56,5586
2448,56,4313
2448,56,2612
2448,56,5284
2448,56,5661
778,185,2137
124,286,4939
2195,1358,2999
2195,1358,2714
2449,1359,5461
2449,1359,2715
2364,325,53
2364,325,3471
2364,325,4838
472,57,2085
472,57,2521
472,57,4813
2450,125,271
2452,125,271
2453,125,271
2454,279,2844
2454,279,4279
2455,166,2004
2455,166,5466
1981,356,4298
1981,356,5107
1981,356,5664
120,328,4784
2457,106,1501
2458,290,2356
61,959,802
331,8,5185
331,8,5148
331,8,847
1134,959,802
38,21,3070
2460,250,4097
2460,250,5240
2460,250,1055
