0.0,0.0,0.211278,0.017861,-0.098464,0.99498,1
0.0,0.0,0.117533,-0.014722,-0.986816,0.161177,1
0.001196,0.002583,0.756123,0.025137,-0.361834,0.931904,1
0.001595,0.003444,0.913304,0.0,1.0,0.0,1
0.001595,0.003444,0.906784,0.0,1.0,0.0,1
0.001595,0.003444,0.148899,0.0,1.0,0.0,1
0.001994,0.004305,0.61674,0.811736,0.363611,0.457025,1
0.00299,0.006027,0.495507,-0.645341,0.469755,0.602383,1
0.00319,0.006457,0.950661,0.11473,0.991074,-0.067888,1
0.003589,0.007318,0.134449,0.0,1.0,0.0,1
0.003589,0.007318,0.744846,0.0,1.0,0.0,1
0.003589,0.007318,0.931806,0.0,1.0,0.0,1
0.003589,0.007318,0.300617,0.0,1.0,0.0,1
0.003589,0.007318,0.896035,0.0,1.0,0.0,1
0.003589,0.007318,0.552247,0.0,1.0,0.0,1
0.003589,0.007318,0.94326,0.0,1.0,0.0,1
0.001794,0.003444,0.913304,0.0,1.0,0.0,1
0.001794,0.003444,0.906784,0.0,1.0,0.0,1
0.001794,0.003444,0.148899,0.0,1.0,0.0,1
0.003788,0.007318,0.134449,0.0,1.0,0.0,1
0.003788,0.007318,0.744846,0.0,1.0,0.0,1
0.003788,0.007318,0.931806,0.0,1.0,0.0,1
0.003788,0.007318,0.300617,0.0,1.0,0.0,1
0.003788,0.007318,0.896035,0.0,1.0,0.0,1
0.003788,0.007318,0.552247,0.0,1.0,0.0,1
0.003788,0.007318,0.94326,0.0,1.0,0.0,1
0.001794,0.00904,0.540617,0.0,1.0,0.0,1
0.004585,0.009471,0.369868,-0.0,0.41576,0.909474,1
0.004585,0.009471,0.735859,0.0,0.995229,0.097571,1
0.004585,0.009471,0.419912,0.0,-0.862698,0.505719,1
0.004585,0.009471,0.755771,0.001122,-0.369652,0.929169,1
0.004785,0.009901,0.95489,0.09945,0.993322,-0.058483,1
0.005383,0.011192,0.464493,0.0,-0.722642,0.691223,1
0.005383,0.011192,0.576211,-0.0,-0.260909,0.965363,1
0.005383,0.011192,0.926344,-0.468981,0.814613,0.341266,1
0.00618,0.012484,0.15859,0.0,-0.934218,0.356702,1
0.00618,0.012484,0.295507,-0.0,0.924017,0.382352,1
0.00618,0.012484,0.405463,-0.001674,0.995937,0.09004,1
0.006579,0.003444,0.913304,0.0,1.0,0.0,1
0.006579,0.003444,0.906784,0.0,1.0,0.0,1
0.006579,0.003444,0.148899,0.0,1.0,0.0,1
0.007576,0.015067,0.92652,0.349169,-0.726651,0.591658,1
0.007576,0.015067,0.394537,0.278755,0.811498,0.513582,1
0.008772,0.017219,0.321057,0.324531,-0.930438,0.170192,1
0.010167,0.019372,0.992423,0.382778,-0.894385,0.231423,1
0.010167,0.019372,0.554009,-0.0,-0.336336,0.941742,1
0.010367,0.019802,0.966344,-0.0,0.064382,0.997925,1
0.010766,0.020663,0.468546,0.0,1.0,0.0,1
0.010766,0.020663,0.817269,0.0,1.0,0.0,1
0.010766,0.020663,0.874714,0.0,-0.843661,0.536875,1
0.010965,0.007318,0.134449,0.0,1.0,0.0,1
0.010965,0.007318,0.744846,0.0,1.0,0.0,1
0.010965,0.007318,0.931806,0.0,1.0,0.0,1
0.010965,0.007318,0.300617,0.0,1.0,0.0,1
0.010965,0.007318,0.896035,0.0,1.0,0.0,1
0.010965,0.007318,0.552247,0.0,1.0,0.0,1
0.010965,0.007318,0.94326,0.0,1.0,0.0,1
0.011364,0.021524,0.370749,-0.415284,0.845718,0.335113,1
0.011563,0.021954,0.595947,0.821757,-0.163227,0.545959,1
0.011563,0.021954,0.662379,-0.176086,0.941346,0.287856,1
0.011563,0.021954,0.211982,-0.111774,-0.085186,0.990076,1
0.011563,0.021954,0.668018,0.744619,-0.6633,0.074674,1
0.011762,0.022385,0.360881,0.043133,0.988405,-0.145589,1
0.011962,0.022815,0.691806,-0.562053,0.826838,-0.020871,1
0.011962,0.022815,0.917885,-0.0,-0.500278,0.865865,1
0.012161,0.019372,0.992423,0.110471,-0.602873,0.790152,1
0.012161,0.019372,0.554009,-0.0,-0.336336,0.941742,1
0.01236,0.023246,0.364581,-0.0,-0.977802,0.209529,1
0.01236,0.023246,0.945022,0.0,-0.260909,0.965363,1
0.01256,0.00904,0.540617,0.0,1.0,0.0,1
0.012759,0.023676,0.876652,-0.0,-0.843661,0.536875,1
0.012959,0.024107,0.430132,0.0,1.0,0.0,1
0.012959,0.024107,0.983965,0.0,1.0,0.0,1
0.012959,0.024107,0.759648,0.0,1.0,0.0,1
0.012959,0.024107,0.459912,0.0,0.294086,0.955779,1
0.012959,0.024107,0.930749,0.0,1.0,0.0,1
0.012959,0.024107,0.997181,0.0,0.110432,0.993884,1
0.013158,0.024537,0.367048,0.0,1.0,0.0,1
0.013158,0.024537,0.443877,0.0,1.0,0.0,1
0.013158,0.024537,0.847753,0.0,1.0,0.0,1
0.013357,0.024968,0.746256,-0.0,-0.19151,0.981491,1
0.013357,0.024968,0.369163,0.0,-0.996546,0.083045,1
0.013756,0.025398,0.249339,0.569699,0.726254,-0.384705,1
0.013756,0.025398,0.34837,0.379661,0.805531,0.454947,1
0.014354,0.026259,0.991718,-0.675729,-0.455874,-0.579284,1
0.014354,0.026259,0.092687,0.655107,-0.755174,-0.023392,1
0.014354,0.026259,0.995066,-0.742438,0.624081,-0.243535,1
0.014553,0.02669,0.898502,-0.00049,-0.246222,0.969213,1
0.015152,0.027981,0.049692,-0.588356,-0.037085,-0.807751,1
0.015152,0.027981,0.072775,0.0,1.0,0.0,1
0.015152,0.027981,0.997004,0.283121,0.942255,0.178878,1
0.01575,0.028842,0.228899,0.0,1.0,0.0,1
0.016148,0.003444,0.913304,0.0,1.0,0.0,1
0.016148,0.003444,0.906784,0.0,1.0,0.0,1
0.016148,0.003444,0.148899,0.0,1.0,0.0,1
0.016547,0.029703,0.459207,-0.0,0.294086,0.955779,1
0.016547,0.029703,0.683348,-0.562053,0.826838,-0.020871,1
0.016746,0.020663,0.468546,0.0,1.0,0.0,1
0.016746,0.020663,0.817269,0.0,1.0,0.0,1
0.016746,0.020663,0.874714,-0.0,-0.843661,0.536875,1
0.016946,0.030133,0.288106,0.0,1.0,0.0,1
0.017544,0.031425,0.657797,-0.0,0.999445,0.033315,1
0.017743,0.031855,0.652511,-0.0,0.999445,0.033315,1
0.018341,0.033147,0.991366,-0.0,0.124035,0.992278,1
0.018341,0.033147,0.965991,0.0,0.640184,0.768221,1
0.01874,0.033577,0.121762,-0.705604,-0.555094,-0.440446,1
0.01874,0.033577,0.424141,-0.0,0.83957,0.543251,1
0.019139,0.034008,0.042291,0.800466,0.091575,0.592342,1
0.019139,0.034008,0.585727,-0.0,0.850798,0.525493,1
0.019139,0.034008,0.160705,0.406534,-0.860213,0.307836,1
0.019139,0.034008,0.38185,0.035137,-0.707704,0.705635,1
0.019537,0.03573,0.598767,-0.0,-0.532172,0.846637,1
0.019936,0.031855,0.652511,0.0,1.0,0.0,1
0.017145,0.037452,0.197181,-0.230391,0.312135,0.921679,1
0.020933,0.038313,0.899207,0.0,1.0,0.0,1
0.020933,0.038313,0.964229,0.0,0.640184,0.768221,1
0.021332,0.038743,0.793656,0.993419,0.051198,-0.102462,1
0.021332,0.038743,0.040881,0.841183,0.21453,0.496375,1
0.021332,0.038743,0.204229,-0.230391,0.312135,0.921679,1
0.021332,0.038743,1.0,0.0,-0.425797,0.904819,1
0.021531,0.039173,0.791189,0.993419,0.051198,-0.102462,1
0.02173,0.039604,0.103789,0.030571,0.991736,-0.124596,1
0.022129,0.007318,0.134449,0.0,1.0,0.0,1
0.022129,0.007318,0.744846,0.0,1.0,0.0,1
0.022129,0.007318,0.931806,0.0,1.0,0.0,1
0.022129,0.007318,0.300617,0.0,1.0,0.0,1
0.022129,0.007318,0.896035,0.0,1.0,0.0,1
0.022129,0.007318,0.552247,0.0,1.0,0.0,1
0.022129,0.007318,0.94326,0.0,1.0,0.0,1
0.022528,0.040895,0.332159,0.0,-0.690476,0.723356,1
0.022528,0.040895,0.679295,0.227099,0.14507,0.963006,1
0.022528,0.040895,0.505903,-0.18589,0.007724,0.98254,1
0.022727,0.041326,0.215154,0.029849,-0.959867,0.278862,1
0.022727,0.041326,0.456388,0.065996,0.4506,0.890283,1
0.022927,0.041756,0.147313,0.964737,0.058015,0.256744,1
0.022927,0.041756,0.311189,-0.0,0.198662,0.980068,1
0.022927,0.041756,0.165815,0.987569,-0.148614,0.051203,1
0.022927,0.041756,0.110661,0.441068,0.790675,0.424608,1
0.023126,0.042187,0.511366,-0.18589,0.007724,0.98254,1
0.023325,0.024537,0.367048,0.0,-0.996546,0.083045,1
0.023325,0.024537,0.443877,0.0,1.0,0.0,1
0.023325,0.024537,0.847753,0.0,1.0,0.0,1
0.023724,0.043048,0.579736,0.0,0.850798,0.525493,1
