0.360247,0.175204,0.061850
0.610646,0.007318,0.069427
0.667663,0.879036,0.308546
0.733254,0.513560,0.459912
0.261164,0.205338,0.300617
0.682018,0.231167,0.238062
0.727273,0.150667,0.207048
0.114434,0.126130,0.294802
0.052831,0.849763,0.552247
0.235048,0.024537,0.791718
0.605064,0.429186,0.989780
0.374402,0.073181,0.212335
0.020734,0.683599,0.160529
0.274322,0.110202,0.571278
0.979665,0.029703,0.962643
0.223285,0.024537,0.116652
0.905104,0.530779,0.511013
0.474880,0.139044,0.006344
0.921053,0.196728,0.640000
0.157496,0.264744,0.621674
0.032097,0.559191,0.972687
0.001196,0.003444,0.094978
0.113038,0.393887,0.906784
0.980861,0.610418,0.188018
0.502392,0.819630,0.806520
0.181220,0.216100,0.612335
0.054625,0.730951,0.552247
0.394936,0.003444,0.521057
0.001396,0.222557,0.288106
0.621810,0.234180,0.700793
0.130981,0.665519,0.677533
0.034490,0.923375,0.221498
0.089912,0.024537,0.405463
0.064593,0.007318,0.825198
0.910486,0.124839,0.995771
0.124402,0.050796,0.497797
0.411085,0.073612,0.459207
0.995415,0.200172,0.928282
0.001794,0.413259,0.430132
0.987839,0.105467,0.917885
0.125000,0.153250,0.419912
0.079346,0.003444,0.332335
0.157496,0.003444,0.635947
0.898923,0.538097,0.735859
0.012959,0.024107,0.899207
0.541268,0.078777,0.503436
0.806419,0.767972,0.962819
0.679625,0.476108,0.415683
0.148325,0.603530,0.300617
0.793461,0.966423,0.404581
0.308413,0.007318,0.973392
0.070175,0.024537,0.595947
0.453947,0.974602,0.896035
0.959131,0.188980,0.000000
0.575957,0.003444,0.516652
0.016746,0.206629,0.931806
0.826156,0.024537,0.637709
0.295056,0.526474,0.343260
0.176236,0.098579,0.694978
0.073764,0.218252,0.148899
0.122807,0.007318,0.230308
0.002392,0.231167,0.849339
0.032695,0.024107,0.874714
0.290869,0.122256,0.441762
0.371013,0.292294,0.055154
0.208134,0.118381,0.943084
0.411882,0.024107,0.772863
0.934011,0.201033,0.717885
0.497209,0.024107,0.973392
0.346292,0.559621,0.857621
0.394338,0.023246,0.943436
0.443581,0.007318,0.965463
0.152313,0.638829,0.300617
0.166268,0.212226,0.675771
0.781499,0.338356,0.148194
0.131579,0.827378,0.003172
0.559011,0.068446,0.500793
0.330542,0.040895,0.127401
0.532895,0.219113,0.029075
0.062002,0.141627,0.592952
0.373804,0.007318,0.175507
0.809609,0.894533,0.367048
0.400518,0.879466,0.443877
0.081140,0.125269,0.251630
0.074362,0.079638,0.930925
0.157695,0.197589,0.300088
0.293860,0.243220,0.508546
0.512759,0.613431,0.997181
0.112440,0.570383,0.954537
0.727871,0.007318,0.176035
0.964912,0.011192,0.542731
0.016148,0.007318,0.110661
0.178828,0.802841,0.609515
0.030502,0.894102,0.579736
0.089514,0.899268,0.540617
0.057616,0.153250,0.296916
0.394737,0.053810,0.229604
0.417464,0.404649,0.134449
0.652711,0.343952,0.533921
0.688198,0.414550,0.579031
0.840710,0.007318,0.124405
0.809011,0.007318,0.459207
0.122807,0.338356,0.110837
0.088317,0.007318,0.994009
0.138557,0.003444,0.516652
0.052432,0.024968,0.128282
0.330542,0.200172,0.337269
0.667663,0.100301,0.871189
0.111443,0.206629,0.430132
0.323764,0.538097,0.367048
0.591507,0.124839,0.149780
0.765550,0.748601,0.943260
0.162679,0.273784,0.979736
0.497408,0.170900,0.549780
0.482656,0.879466,0.160529
0.034490,0.947051,0.735859
0.168062,0.024107,0.936740
0.184211,0.556177,0.459912
0.160088,0.214808,0.508370
0.331539,0.095136,0.476476
0.188198,0.007318,0.741322
0.234649,0.755489,0.274714
0.779705,0.866552,0.185551
0.126595,0.023676,0.102907
0.769338,0.245803,0.409868
0.016946,0.007318,0.657269
0.214713,0.007318,0.420441
0.129187,0.007318,0.402643
0.121013,0.412828,0.744846
0.613038,0.766251,0.507489
0.515550,0.168317,0.018502
0.402911,0.219974,0.548722
0.107057,0.024107,0.732863
0.430223,0.544124,0.758062
0.660486,0.153250,0.549780
0.648126,0.159277,0.650220
0.115829,0.197589,0.225198
0.400319,0.007318,0.800881
0.263955,0.580715,0.367048
0.252592,0.007318,0.715419
0.870614,0.544985,0.338150
0.115231,0.242789,0.552247
0.474880,0.992251,0.361410
0.040271,0.183814,0.172159
0.485646,0.682307,0.756123
0.163078,0.894102,0.913304
0.071571,0.007318,0.857445
0.023325,0.009901,0.759648
0.199561,0.304348,0.263436
0.170853,0.439518,0.931806
0.366627,0.547137,0.459912
0.968102,0.527766,0.549780
0.269139,0.020663,0.901322
0.670455,0.851485,0.759648
0.367424,0.626776,0.983965
0.874003,0.339647,0.649339
0.229466,0.195006,0.775859
0.208134,0.819630,0.332159
0.089713,0.232028,0.055154
0.147329,0.945760,0.890749
0.084330,0.823504,0.380088
0.212321,0.738269,0.450220
0.359250,0.455015,0.807401
0.516547,0.003444,0.528811
0.026914,0.876883,0.050749
0.361643,0.703831,0.896035
0.796651,0.530349,0.121057
0.186404,0.509686,0.744846
0.460925,0.012484,0.346256
0.880981,0.859664,0.495507
0.334131,0.090400,0.891454
0.859450,0.492467,0.721762
0.098884,0.262591,0.669427
0.041866,0.003444,0.674009
0.384769,0.007318,0.271366
0.415869,0.339647,0.722643
0.282895,0.048214,0.417621
0.269338,0.353422,0.024846
0.348285,0.931985,0.943260
0.478868,0.002583,0.518238
0.072169,0.151959,0.857269
0.394936,0.647869,0.930749
0.334131,0.073612,0.849339
0.063397,0.383986,0.602291
0.297249,0.109772,0.292335
0.002392,0.231167,0.111013
0.125000,0.580715,0.008987
0.038078,0.050796,0.218502
0.025518,0.487301,0.896035
0.004585,0.024537,0.793656
0.907695,0.267757,0.149780
0.710327,0.068446,0.571101
0.427033,0.007318,0.640000
0.859450,0.603960,0.645463
0.390152,0.414550,0.338150
0.038876,0.834697,0.008987
0.463915,0.546276,0.744846
0.118421,0.600086,0.683348
0.519737,0.034008,0.546960
0.371013,0.962979,0.883348
0.099880,0.024107,0.993304
0.617225,0.612139,0.211982
0.018939,0.405510,0.251454
0.385167,0.107619,0.252335
0.361643,0.007318,0.529515
0.619617,0.043048,0.820088
0.108652,0.011192,0.009339
0.791467,0.103745,0.255859
0.069976,0.007318,0.448987
0.024322,0.616444,0.943260
0.398325,0.637968,0.443877
0.012959,0.656909,0.931806
0.040869,0.748601,0.428194
0.092105,0.007318,0.537974
0.813397,0.845889,0.884053
0.047847,0.024107,0.608282
0.497010,0.329746,0.508546
0.166866,0.520878,0.896035
0.282297,0.471804,0.141498
0.034689,0.024107,0.275947
0.408892,0.003444,0.602643
0.364833,0.020663,0.943436
0.427033,0.391735,0.652511
0.626595,0.194576,0.896035
0.568381,0.395179,0.906784
0.698365,0.345674,0.574097
0.414274,0.020663,0.300617
0.077951,0.598795,0.943260
0.148325,0.980628,0.552247
0.184211,0.218252,0.430132
0.319976,0.024537,0.465198
0.101675,0.320276,0.913304
0.344498,0.011192,0.325463
0.363038,0.607835,0.300617
0.782496,0.901851,0.919471
0.099880,0.024107,0.382907
0.040072,0.216100,0.758062
0.172049,0.237193,0.772687
0.322767,0.360310,0.899559
0.188198,0.412828,0.651278
0.896132,0.177357,0.986079
0.567384,0.896685,0.919471
0.082137,0.552303,0.470485
0.464314,0.077056,0.936035
0.330941,0.310805,0.582907
0.148325,0.136461,0.430132
0.774920,0.103745,0.635419
0.489633,0.866552,0.173040
0.217703,0.208351,0.116652
0.696770,0.810159,0.384670
0.292863,0.007318,0.702379
0.076555,0.148945,0.943436
0.025319,0.454154,0.115771
0.254785,0.553164,0.652511
0.419258,0.157555,0.988546
0.200359,0.189410,0.200705
0.474083,0.088678,0.931806
0.118620,0.282393,0.228899
0.262360,0.157555,0.801586
0.339314,0.958674,0.637181
0.290271,0.619888,0.997709
0.134171,0.007318,0.391894
0.837121,0.038743,0.447930
0.846491,0.219974,0.983436
0.286882,0.511408,0.191366
0.071571,0.023676,0.535154
0.127592,0.379681,0.844053
0.609051,0.053810,0.481057
0.092105,0.019372,0.287577
0.285885,0.665519,0.134449
0.033692,0.502798,0.244053
0.453349,0.200172,0.794537
0.095494,0.348687,0.744846
0.197967,0.007318,0.184317
0.304825,0.473526,0.548370
0.056419,0.972449,0.823965
0.346691,0.011192,0.585374
0.546252,0.007318,0.185198
0.216707,0.412398,0.430132
0.068780,0.082652,0.134449
0.215909,0.936289,0.459912
0.039075,0.089109,0.613392
0.956738,0.439518,0.048282
0.022129,0.007318,0.280529
0.085726,0.099010,0.896035
0.511563,0.738269,0.461145
0.021332,0.062419,0.340793
0.791467,0.885923,0.837004
0.537081,0.007318,0.980088
0.030702,0.191563,0.581850
0.514952,0.699957,0.443172
0.042464,0.043048,0.110661
0.184011,0.664227,0.931806
0.180423,0.245803,0.225727
